position,source_index,db_id,difficulty,question,evidence,gold_sql,valid_sql_baseline_no_evidence,execution_match_baseline_no_evidence,normalized_exact_match_baseline_no_evidence,input_token_count_baseline_no_evidence,output_token_count_baseline_no_evidence,generation_seconds_baseline_no_evidence,predicted_sql_baseline_no_evidence,sql_error_baseline_no_evidence,pipeline_error_baseline_no_evidence,valid_sql_baseline_with_evidence,execution_match_baseline_with_evidence,normalized_exact_match_baseline_with_evidence,input_token_count_baseline_with_evidence,output_token_count_baseline_with_evidence,generation_seconds_baseline_with_evidence,predicted_sql_baseline_with_evidence,sql_error_baseline_with_evidence,pipeline_error_baseline_with_evidence,valid_sql_sft_no_evidence,execution_match_sft_no_evidence,normalized_exact_match_sft_no_evidence,input_token_count_sft_no_evidence,output_token_count_sft_no_evidence,generation_seconds_sft_no_evidence,predicted_sql_sft_no_evidence,sql_error_sft_no_evidence,pipeline_error_sft_no_evidence,valid_sql_sft_with_evidence,execution_match_sft_with_evidence,normalized_exact_match_sft_with_evidence,input_token_count_sft_with_evidence,output_token_count_sft_with_evidence,generation_seconds_sft_with_evidence,predicted_sql_sft_with_evidence,sql_error_sft_with_evidence,pipeline_error_sft_with_evidence,correct_baseline_no_evidence,valid_baseline_no_evidence,correct_baseline_with_evidence,valid_baseline_with_evidence,correct_sft_no_evidence,valid_sft_no_evidence,correct_sft_with_evidence,valid_sft_with_evidence,change_evidence_effect_base,change_evidence_effect_sft,change_sft_effect_no_evidence,change_sft_effect_with_evidence
371,371,card_games,challenging,What percentage of cards with format commander and legal status do not have a content warning?,"do not have a content warning refers to hasContentWarning = 0; percentage refers to DIVIDE(COUNT(hasContentWarning = 0),COUNT(ID))*100 where format = 'commander' AND Status = 'legal';",SELECT CAST(SUM(CASE WHEN T1.hasContentWarning = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'commander' AND T2.status = 'Legal',True,False,False,1066,72,2.2947512680000273,SELECT CAST(SUM(CASE WHEN T2.status = 'Legal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'Commander' AND T1.hasContentWarning = 0,,,True,False,False,1112,69,2.1951632290001726,"SELECT CAST(SUM(IIF(T2.format = 'commander' AND T2.status = 'legal', 1, 0)) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.hasContentWarning = 0",,,True,False,False,1066,75,5.202052605999597,SELECT CAST(SUM(CASE WHEN T2.status = 'Legal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'Commander' AND T1.hasContentWarning = 0,,,True,True,False,1112,70,4.8495614000003116,"SELECT CAST(SUM(IIF(T2.hasContentWarning = 0, 1, 0)) AS REAL) * 100 / COUNT(*) FROM legalities AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid WHERE T1.format = 'commander' AND T1.status = 'Legal'",,,False,True,False,True,False,True,True,True,both_wrong,improved,both_wrong,improved
372,372,card_games,challenging,What percentage of cards without power are in French?,"in French refers to language = 'French'; cards without power refers to power IS NULL OR power = '*'; percentage = DIVIDE(COUNT(language = 'French' and power is NULL or power = '*'), COUNT( power is NULL or power = '*'))*100",SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',True,False,False,1059,60,1.9291241889998219,SELECT CAST(SUM(CASE WHEN T1.power IS NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'French',,,True,True,False,1114,66,2.0725437840001177,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',,,True,False,False,1059,63,4.371184545999313,SELECT CAST(SUM(CASE WHEN T1.power IS NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'French',,,True,True,False,1114,63,4.419445611999436,"SELECT CAST(SUM(IIF(T2.language = 'French', 1, 0)) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*'",,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
373,373,card_games,simple,What is the language of the card with the multiverse number 149934?,multiverse number 149934 refers to multiverseid = 149934;,SELECT language FROM foreign_data WHERE multiverseid = 149934,False,False,False,1069,42,1.353396329999896,SELECT T2.language FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T1.multiverseid = 149934,no such column: T1.setCode,,False,False,False,1091,42,1.3381020560000252,SELECT T2.language FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T1.multiverseid = 149934,no such column: T1.setCode,,False,False,False,1069,42,2.974394541000038,SELECT T2.language FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T1.multiverseid = 149934,no such column: T1.setCode,,False,False,False,1091,42,2.9513816299995597,SELECT T2.language FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.setcode = T2.setCode WHERE T1.multiverseid = 149934,no such column: T1.setcode,,False,False,False,False,False,False,False,False,both_wrong,both_wrong,both_wrong,both_wrong
374,374,card_games,simple,What proportion of cards do not have a text box with a normal layout?,"do not have a text box refers to isTextless = 1; proportion refers to DIVIDE(COUNT(Textless = 1 and layout = 'normal'),COUNT(Textless))*100",SELECT CAST(SUM(CASE WHEN isTextless = 1 AND layout = 'normal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,True,False,False,1064,43,1.384010384000021,SELECT CAST(SUM(CASE WHEN layout != 'normal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards WHERE text IS NOT NULL AND text != '',,,True,True,True,1103,41,1.3077385120000145,SELECT CAST(SUM(CASE WHEN isTextless = 1 AND layout = 'normal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,,,True,False,False,1064,39,2.785879467000086,SELECT CAST(SUM(CASE WHEN layout = 'normal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(uuid) FROM cards WHERE text IS NULL,,,True,True,False,1103,39,2.749489578000066,"SELECT CAST(SUM(IIF(isTextless = 1 AND layout = 'normal', 1, 0)) AS REAL) * 100 / COUNT(uuid) FROM cards",,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
375,375,card_games,moderate,What languages are available in the set known as Archenemy on the magic card market and having the code ARC?,known as Archenemy refers to mcmName = 'Archenemy'; having the code ARC refers to setCode = 'ARC',SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.mcmName = 'Archenemy' AND T2.setCode = 'ARC',True,True,False,1072,44,1.4070526400000745,SELECT T1.language FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.name = 'Archenemy' AND T2.code = 'ARC',,,True,True,False,1098,46,1.4760864179997952,SELECT T1.language FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.mcmName = 'Archenemy' AND T2.code = 'ARC',,,True,False,False,1072,49,3.4214666320003744,SELECT T1.language FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.name = 'Archenemy' AND T2.mcmId = 35986,,,True,True,False,1098,46,3.237202737000189,SELECT T1.language FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.mcmName = 'Archenemy' AND T2.code = 'ARC',,,True,True,True,True,False,True,True,True,both_correct,improved,regressed,both_correct
376,376,card_games,simple,"Which foreign language used by ""A Pedra Fellwar""?","""A Pedra Fellwar"" refers to name = 'A Pedra Fellwar'",SELECT DISTINCT language FROM foreign_data WHERE name = 'A Pedra Fellwar',True,False,False,1061,37,1.180416384999944,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'A Pedra Fellwar',,,True,False,False,1076,37,1.194280273000004,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'A Pedra Fellwar',,,True,False,False,1061,37,2.5838929199999257,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'A Pedra Fellwar',,,True,False,False,1076,37,2.6456717720002416,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'A Pedra Fellwar',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
377,377,card_games,moderate,"Which card costs more converted mana, ""Serra Angel"" or ""Shrine Keeper""?","""Serra Angel"" refers to name = 'Serra Angel'; ""Shrine Keeper"" refers to name = 'Shrine Keeper'; card costs more converted mana when the value of convertedManaCost is greater","SELECT name FROM cards WHERE name IN ('Serra Angel', 'Shrine Keeper') ORDER BY convertedManaCost DESC LIMIT 1",True,True,False,1067,68,2.130024368000022,SELECT CASE WHEN T1.convertedManaCost > T2.convertedManaCost THEN 'Serra Angel' ELSE 'Shrine Keeper' END AS More_Costly_Card FROM cards AS T1 INNER JOIN cards AS T2 ON T1.name = 'Serra Angel' AND T2.name = 'Shrine Keeper',,,True,True,False,1107,68,2.157409386999916,SELECT CASE WHEN T1.convertedManaCost > T2.convertedManaCost THEN T1.name ELSE T2.name END AS card_name FROM cards AS T1 INNER JOIN cards AS T2 ON T1.id != T2.id WHERE T1.name = 'Serra Angel' AND T2.name = 'Shrine Keeper',,,True,False,False,1067,65,4.479124866999882,"SELECT IIF(T1.convertedManaCost > T2.convertedManaCost, T1.name, T2.name) FROM cards AS T1 INNER JOIN cards AS T2 ON T1.id = T2.id WHERE T1.name = 'Serra Angel' AND T2.name = 'Shrine Keeper'",,,True,False,False,1107,65,4.563991970999268,"SELECT IIF(T1.convertedManaCost > T2.convertedManaCost, T1.name, T2.name) FROM cards AS T1 INNER JOIN cards AS T2 ON T1.id = T2.id WHERE T1.name = 'Serra Angel' AND T2.name = 'Shrine Keeper'",,,True,True,True,True,False,True,False,True,both_correct,both_wrong,regressed,regressed
378,378,card_games,moderate,"What's the Italian name of the set of cards with ""Ancestor's Chosen"" is in?","Italian is a language which refers to language = 'Italian'; with ""Ancestor's Chosen"" in the card set refers to name = 'Ancestor''s Chosen'",SELECT translation FROM set_translations WHERE setCode IN ( SELECT setCode FROM cards WHERE name = 'Ancestor''s Chosen' ) AND language = 'Italian',True,False,False,1070,46,1.4902159200000824,SELECT T1.translation FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.name LIKE '%Ancestor%s Chosen%' AND T1.language = 'Italian',,,True,True,False,1104,48,1.5365913619998537,SELECT T1.translation FROM set_translations AS T1 INNER JOIN cards AS T2 ON T1.setCode = T2.setCode WHERE T2.name = 'Ancestor''s Chosen' AND T1.language = 'Italian',,,True,False,False,1070,49,3.4268563549994724,SELECT T2.translation FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.uuid = T2.setCode WHERE T1.name = 'Ancestor''s Chosen' AND T2.language = 'Italian',,,True,False,False,1104,46,3.2467822150001666,SELECT T1.translation FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Italian' AND T2.name LIKE '%Ancestor%s Chosen%',,,False,True,True,True,False,True,False,True,improved,both_wrong,both_wrong,regressed
379,379,card_games,moderate,"For the set of cards with ""Ancestor's Chosen"" in it, is there a Korean version of it?","set of cards with ""Ancestor''s Chosen"" in it refers to name = 'Ancestor''s Chosen'; Korean version refers to language = 'Korean'","SELECT IIF(SUM(CASE WHEN T2.language = 'Korean' AND T2.translation IS NOT NULL THEN 1 ELSE 0 END) > 0, 'YES', 'NO') FROM cards AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.setCode WHERE T1.name = 'Ancestor''s Chosen'",True,False,False,1073,48,1.5625837039999624,SELECT T1.name FROM sets AS T1 INNER JOIN foreign_data AS T2 ON T1.code = T2.multiverseid WHERE T2.text LIKE '%Ancestor%s Chosen%' AND T2.language = 'Korean',,,True,False,False,1107,27,0.880333588999747,SELECT EXISTS(SELECT 1 FROM foreign_data WHERE name = 'Ancestor''s Chosen' AND language = 'Korean'),,,True,False,False,1073,47,3.2879093430001376,SELECT T1.name FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.name LIKE '%Ancestor%s Chosen%' AND T2.language = 'Korean',,,True,False,False,1107,47,3.330976665999515,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Ancestor''s Chosen' AND T2.language = 'Korean',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
380,380,card_games,moderate,"Among the cards in the set ""Hauptset Zehnte Edition"", how many of them are designed by Adam Rex?","card set ""Hauptset Zehnte Edition"" refers to translation = 'Hauptset Zehnte Edition'; designed by Adam refers to artist = 'Adam Rex'",SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.setCode WHERE T2.translation = 'Hauptset Zehnte Edition' AND T1.artist = 'Adam Rex',True,False,False,1074,46,1.4728234599999723,SELECT COUNT(*) FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.name = 'Hauptset Zehnte Edition' AND T1.artist = 'Adam Rex',,,True,True,False,1107,51,1.613581897000131,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T2.translation = 'Hauptset Zehnte Edition' AND T1.artist = 'Adam Rex',,,True,True,False,1074,51,3.5206153240005733,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T2.translation = 'Hauptset Zehnte Edition' AND T1.artist = 'Adam Rex',,,True,True,False,1107,52,3.632919091000076,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T1.setCode = T2.setCode WHERE T2.translation = 'Hauptset Zehnte Edition' AND T1.artist = 'Adam Rex',,,False,True,True,True,True,True,True,True,improved,both_correct,improved,both_correct
381,381,card_games,moderate,"What is the Simplified Chinese translation of the name of the set ""Eighth Edition""?",Eighth Edition is the name of card set which refers to name = 'Eighth Edition'; Simplified Chinese refers to language = 'Chinese Simplified'; translation of the name refers to translation,SELECT T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.name = 'Eighth Edition' AND T2.language = 'Chinese Simplified',True,False,False,1067,46,1.4542890640000223,SELECT T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.name = 'Eighth Edition' AND T2.language = 'Simplified Chinese',,,True,True,False,1104,46,1.452636282000185,SELECT T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.name = 'Eighth Edition' AND T2.language = 'Chinese Simplified',,,True,False,False,1067,46,3.218737723000231,SELECT T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.name = 'Eighth Edition' AND T2.language = 'Simplified Chinese',,,True,True,False,1104,46,3.229819062000388,SELECT T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.name = 'Eighth Edition' AND T2.language = 'Chinese Simplified',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
382,382,card_games,moderate,"Did the set of cards with ""Angel of Mercy"" appear on Magic: The Gathering Online?","card set ""Angel of Mercy"" refers to name = 'Angel of Mercy'; appear on Magic: The Gathering Online refers to mtgoCode is NOT NULL and vice versa","SELECT IIF(T2.mtgoCode IS NOT NULL, 'YES', 'NO') FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T1.name = 'Angel of Mercy'",True,False,False,1068,36,1.1457246800000576,SELECT T1.isOnlineOnly FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Angel of Mercy',,,True,False,False,1101,57,1.7890279920002286,SELECT CASE WHEN T1.mtgoCode IS NOT NULL THEN 'Yes' ELSE 'No' END AS appears_on_mtg_online FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Angel of Mercy',,,True,False,False,1068,36,2.5422348929996588,SELECT T1.isOnlineOnly FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Angel of Mercy',,,True,False,False,1101,48,3.364957839999988,"SELECT IIF(T1.mtgoCode IS NULL, 'No', 'Yes') FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Angel of Mercy'",,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
383,383,card_games,moderate,"Among the sets in the block ""Ice Age"", how many of them have an Italian translation?","sets in the block ""Ice Age"" refers to block = 'Ice Age'; Italian translation refers to language = 'Italian' and translation is not null",SELECT COUNT(DISTINCT T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.block = 'Ice Age' AND T2.language = 'Italian' AND T2.translation IS NOT NULL,False,False,False,1068,46,1.4450858000000153,SELECT COUNT(T1.setCode) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ice Age' AND T2.language = 'Italian',no such column: T1.setCode,,False,False,False,1097,53,1.6751922319999721,SELECT COUNT(T1.setCode) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ice Age' AND T2.language = 'Italian' AND T2.translation IS NOT NULL,no such column: T1.setCode,,True,False,False,1068,45,3.1276058170005854,SELECT COUNT(T1.id) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.block = 'Ice Age' AND T1.language = 'Italian',,,True,True,False,1097,52,3.7093185230005474,SELECT COUNT(T1.id) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.block = 'Ice Age' AND T1.language = 'Italian' AND T1.translation IS NOT NULL,,,False,False,False,False,False,True,True,True,both_wrong,improved,both_wrong,improved
384,384,card_games,moderate,Is the set of cards with Adarkar Valkyrie only available outside the United States?,card set Adarkar Valkyrie refers to name = 'Adarkar Valkyrie'; isForeignOnly = 1 means only available outside the United States;,"SELECT IIF(isForeignOnly = 1, 'YES', 'NO') FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T1.name = 'Adarkar Valkyrie'",True,False,False,1068,46,1.4398012100000415,SELECT T1.name FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Adarkar Valkyrie' AND T1.isForeignOnly = 1,,,True,False,False,1100,39,1.2537164740001572,SELECT T2.isForeignOnly FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.name = 'Adarkar Valkyrie',,,True,False,False,1068,46,3.1184919099996478,SELECT T1.name FROM sets AS T1 INNER JOIN cards AS T2 ON T1.code = T2.setCode WHERE T2.name = 'Adarkar Valkyrie' AND T1.isForeignOnly = 1,,,True,False,False,1100,39,2.706489617999978,SELECT T2.isForeignOnly FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.name = 'Adarkar Valkyrie',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
385,385,card_games,moderate,"Among the sets of cards that have an Italian translation, how many of them have a base set number of under 100?",Italian translation refers to language = 'Italian'; have a translation means translation is not null; base set number of under 100 refers to baseSetSize < 10,SELECT COUNT(T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T2.translation IS NOT NULL AND T1.baseSetSize < 100 AND T2.language = 'Italian',False,False,False,1076,48,1.5269542589999219,SELECT COUNT(T2.setCode) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Italian' AND T2.baseSetSize < 100,no such column: T2.setCode,,False,False,False,1111,48,1.5094507809999413,SELECT COUNT(T2.setCode) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Italian' AND T2.baseSetSize < 100,no such column: T2.setCode,,False,False,False,1076,48,3.2949214870004653,SELECT COUNT(T2.setCode) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Italian' AND T2.baseSetSize < 100,no such column: T2.setCode,,False,False,False,1111,48,3.356724803999896,SELECT COUNT(T2.setCode) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Italian' AND T2.baseSetSize < 100,no such column: T2.setCode,,False,False,False,False,False,False,False,False,both_wrong,both_wrong,both_wrong,both_wrong
386,386,card_games,challenging,"Which of these artists have designed a card in the set Coldsnap, Jeremy Jarvis, Aaron Miller or Chippy?","card set Coldsnap refers to name = 'Coldsnap'; Jeremy Jarvis, Aaron Miller or Chippy are the name of artists which refers to artist IN ('Jeremy Jarvis', 'Aaron Miller','Chippy');",SELECT T1.artist FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE (T2.name = 'Coldsnap' AND T1.artist = 'Chippy') OR (T2.name = 'Coldsnap' AND T1.artist = 'Aaron Miller') OR (T2.name = 'Coldsnap' AND T1.artist = 'Jeremy Jarvis') GROUP BY T1.artist,True,False,False,1073,30,0.9763522409998586,"SELECT DISTINCT artist FROM cards WHERE setCode = 'Coldsnap' AND artist IN ('Jeremy Jarvis', 'Aaron Miller', 'Chippy')",,,True,True,False,1114,39,1.2583843600000364,"SELECT DISTINCT artist FROM cards WHERE artist IN ('Jeremy Jarvis', 'Aaron Miller', 'Chippy') AND setCode IN ( SELECT code FROM sets WHERE name = 'Coldsnap' )",,,True,True,False,1073,52,3.536602199999834,"SELECT DISTINCT T1.artist FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.artist IN ('Jeremy Jarvis', 'Aaron Miller', 'Chippy') AND T2.name = 'Coldsnap'",,,True,True,False,1114,51,3.55553624499953,"SELECT T1.artist FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T2.name = 'Coldsnap' AND T1.artist IN ('Jeremy Jarvis', 'Aaron Miller', 'Chippy')",,,False,True,True,True,True,True,True,True,improved,both_correct,improved,both_correct
